open;high;low;close;volume
2021-07-27 10:04:00.249430;125865.0;125955.0;125440.0;125690.0;1928812
2021-07-27 10:36:00.483470;125690.0;125865.0;125040.0;125210.0;2086425
2021-07-27 11:18:00.215200;125210.0;125420.0;124940.0;125035.0;2180368
2021-07-27 12:08:00.323470;125035.0;125350.0;124830.0;125215.0;2224088
2021-07-27 13:10:00.336570;125215.0;125325.0;124390.0;124445.0;2439276
2021-07-27 14:27:00.497130;124445.0;124455.0;123945.0;123980.0;2398634
2021-07-27 15:55:00.037530;123985.0;124525.0;123945.0;124520.0;2560267
2021-07-26 09:02:00.143970;124520.0;125250.0;124485.0;125235.0;2491351
2021-07-26 10:06:00.235170;125235.0;125485.0;125055.0;125255.0;1915285
2021-07-26 10:48:00.521170;125255.0;126250.0;125245.0;126190.0;2217303
2021-07-26 11:53:00.061130;126190.0;126390.0;126080.0;126290.0;2340874
2021-07-26 13:28:00.581670;126290.0;126580.0;126210.0;126385.0;2470095
2021-07-26 15:04:00.392800;126385.0;126470.0;126080.0;126165.0;2485871
2021-07-26 16:36:00.463070;126165.0;126455.0;125940.0;126180.0;2684819
2021-07-30 09:29:00.284630;126185.0;126325.0;124360.0;124750.0;2012328
2021-07-30 10:10:00.282800;124750.0;125125.0;124380.0;124550.0;2044367
2021-07-30 10:49:00.295870;124550.0;125245.0;124505.0;125125.0;2252531
2021-07-30 11:30:00.215330;125125.0;125215.0;124115.0;124120.0;2276874
2021-07-30 12:27:00.195300;124120.0;124230.0;123745.0;124020.0;2285030
2021-07-30 13:45:00.362430;124020.0;124090.0;123295.0;123365.0;2322277
2021-07-30 14:51:00.000900;123360.0;123490.0;122765.0;122920.0;2528430
2021-07-30 15:56:00.119400;122920.0;122955.0;122175.0;122640.0;2601180
2021-07-30 17:15:00.143030;122640.0;122695.0;121800.0;121985.0;2872804
2021-07-19 09:30:00.174270;121985.0;124990.0;121910.0;124345.0;1840677
2021-07-19 10:11:00.049870;124345.0;124750.0;124250.0;124665.0;1802049
2021-07-19 10:44:00.121730;124665.0;124970.0;124415.0;124970.0;1905578
2021-07-19 11:10:00.299130;124970.0;125080.0;124210.0;124280.0;1972153
2021-07-19 11:44:00.378570;124280.0;124695.0;123985.0;124630.0;2026003
2021-07-19 12:29:00.255670;124630.0;124670.0;123980.0;124285.0;2105280
2021-07-19 13:28:00.533430;124285.0;124735.0;124170.0;124305.0;2086669
2021-07-19 14:23:00.161670;124300.0;124305.0;123800.0;123955.0;2178999
2021-07-19 15:15:00.381070;123955.0;124150.0;123660.0;124075.0;2224240
2021-07-19 16:22:00.466000;124075.0;124280.0;123845.0;124025.0;2343720
2021-07-19 17:52:00.321270;124025.0;125190.0;124000.0;125075.0;2303842
2021-07-21 09:44:00.168500;125075.0;126130.0;125040.0;125810.0;1818715
2021-07-21 10:24:00.279400;125810.0;126125.0;125625.0;126105.0;2051433
2021-07-21 10:56:00.016530;126110.0;126490.0;125815.0;126440.0;2026316
2021-07-21 11:39:00.219600;126440.0;126480.0;125580.0;125815.0;2140339
2021-07-21 12:25:00.519130;125815.0;126200.0;125550.0;126035.0;2055971
2021-07-21 13:37:00.050900;126035.0;126300.0;125720.0;126025.0;2145490
2021-07-21 15:02:00.277600;126025.0;126340.0;125955.0;126190.0;2171286
2021-07-21 16:19:00.509030;126195.0;126500.0;125730.0;126305.0;2432154
2021-07-08 09:11:00.217730;126300.0;126510.0;124955.0;125005.0;2142706
2021-07-08 09:54:00.464700;125000.0;125500.0;124925.0;125190.0;1840104
2021-07-08 10:32:00.059670;125185.0;125835.0;124970.0;125805.0;2043741
2021-07-08 11:03:00.489670;125805.0;125805.0;125045.0;125315.0;2023273
2021-07-08 11:35:00.091470;125320.0;125410.0;124725.0;125090.0;1999949
2021-07-08 12:13:00.429870;125090.0;125950.0;124880.0;125905.0;1998144
2021-07-08 13:14:00.077670;125905.0;126260.0;125740.0;126065.0;2161253
2021-07-08 14:29:00.400670;126065.0;126440.0;125940.0;126090.0;2187376
2021-07-08 15:29:00.090630;126090.0;126115.0;125260.0;125555.0;2132259
2021-07-08 16:38:00.313570;125555.0;125885.0;125345.0;125830.0;2302489
2021-07-20 09:11:00.363000;125830.0;125940.0;125205.0;125305.0;1893164
2021-07-20 10:00:00.018800;125305.0;125330.0;124660.0;124745.0;1868323
2021-07-20 10:30:00.195230;124745.0;124755.0;123990.0;124245.0;2130573
2021-07-20 10:56:00.331670;124245.0;124830.0;123905.0;124810.0;2142545
2021-07-20 11:28:00.438270;124810.0;125475.0;124795.0;125400.0;2189512
2021-07-20 12:17:00.436870;125400.0;125480.0;124975.0;125105.0;2143943
2021-07-20 13:12:00.150270;125110.0;125250.0;124760.0;124990.0;2232828
2021-07-20 14:09:00.078830;124990.0;125440.0;124710.0;125040.0;2276315
2021-07-20 15:17:00.146630;125040.0;125415.0;124800.0;125265.0;2343962
2021-07-20 16:22:00.373070;125265.0;126060.0;125210.0;125770.0;2462697
2021-07-22 09:11:00.120130;125765.0;126690.0;125580.0;126395.0;2077684
2021-07-22 10:01:00.242370;126400.0;126575.0;125950.0;126215.0;1945708
2021-07-22 10:39:00.132570;126215.0;126425.0;125830.0;125885.0;2036542
2021-07-22 11:18:00.013570;125885.0;126350.0;125725.0;126035.0;2121456
2021-07-22 12:12:00.387730;126035.0;126140.0;125690.0;125985.0;2220994
2021-07-22 13:34:00.424130;125985.0;126270.0;125735.0;126195.0;2414447
2021-07-22 15:01:00.413930;126200.0;126715.0;125980.0;126695.0;2477671
2021-07-22 16:33:00.477030;126695.0;126820.0;126425.0;126455.0;2543208
2021-07-23 09:33:00.166500;126460.0;126945.0;126370.0;126550.0;2055667
2021-07-23 10:31:00.233670;126550.0;126625.0;126085.0;126130.0;2058863
2021-07-23 11:16:00.176000;126130.0;126390.0;125725.0;125810.0;2208191
2021-07-23 12:13:00.325770;125810.0;126010.0;125110.0;125290.0;2175170
2021-07-23 13:49:00.140300;125290.0;125640.0;125195.0;125250.0;2313048
2021-07-23 15:09:00.123970;125250.0;125435.0;124885.0;125325.0;2405359
2021-07-23 16:31:00.543730;125330.0;125385.0;124685.0;125215.0;2554803
2021-08-03 09:15:00.001570;125215.0;125420.0;122960.0;123090.0;2045675
2021-08-03 09:46:00.325800;123095.0;123120.0;121880.0;122215.0;1815905
2021-08-03 10:19:00.498770;122215.0;122910.0;122195.0;122565.0;2077984
2021-08-03 10:47:00.322670;122565.0;123150.0;122310.0;122320.0;1978470
2021-08-03 11:08:00.579000;122315.0;122420.0;120990.0;121095.0;1957045
2021-08-03 11:47:00.460270;121095.0;121530.0;120955.0;121335.0;1852788
2021-08-03 12:26:00.436730;121335.0;122270.0;121330.0;122080.0;1911806
2021-08-03 13:18:00.290400;122080.0;122925.0;122015.0;122440.0;1803897
2021-08-03 14:13:00.380530;122440.0;123395.0;122390.0;123315.0;1825666
2021-08-03 15:01:00.312630;123315.0;123560.0;122765.0;122960.0;1846925
2021-08-03 16:00:00.526700;122960.0;123600.0;122935.0;123455.0;1973706
2021-08-03 17:14:00.570030;123455.0;124020.0;123415.0;123530.0;1906200
2021-08-17 09:28:00.126030;123530.0;123770.0;118555.0;118830.0;1648546
2021-08-17 09:59:00.056730;118825.0;118915.0;118435.0;118860.0;1754006
2021-08-17 10:28:00.350530;118860.0;118895.0;118210.0;118305.0;1993518
2021-08-17 10:50:00.206600;118305.0;119125.0;118115.0;118365.0;2059522
2021-08-17 11:20:00.337470;118365.0;118740.0;118060.0;118430.0;2032283
2021-08-17 11:57:00.378700;118430.0;118740.0;118155.0;118250.0;2030003
2021-08-17 12:42:00.161470;118250.0;118465.0;117765.0;117795.0;2140736
2021-08-17 13:30:00.114430;117795.0;117925.0;117260.0;117335.0;2184466
2021-08-17 14:13:00.072470;117335.0;117405.0;116665.0;116970.0;2137268
2021-08-17 14:55:00.314570;116970.0;117000.0;116220.0;116345.0;2222010
2021-08-17 15:45:00.131800;116345.0;116935.0;116335.0;116930.0;2148097
2021-08-17 16:40:00.099770;116930.0;117700.0;116860.0;117675.0;2332741
2021-06-18 09:01:00.500170;117675.0;129520.0;117125.0;129305.0;2053401
2021-06-18 09:49:00.488630;129300.0;129315.0;128355.0;128600.0;1810956
2021-06-18 10:24:00.428200;128595.0;129095.0;128470.0;128925.0;1992994
2021-06-18 10:55:00.271770;128925.0;129090.0;128440.0;128470.0;1984789
2021-06-18 11:34:00.126630;128470.0;128705.0;128250.0;128655.0;2132969
2021-06-18 12:15:00.555170;128655.0;129085.0;128535.0;128595.0;2196277
2021-06-18 13:34:00.186830;128595.0;128805.0;128415.0;128420.0;2263181
2021-06-18 14:50:00.202370;128420.0;129045.0;128275.0;128925.0;2328618
2021-06-18 15:46:00.400730;128925.0;129580.0;128830.0;129125.0;2304614
2021-06-18 16:59:00.259300;129120.0;129245.0;128725.0;129090.0;2312874
2021-06-24 09:42:00.328800;129090.0;129970.0;128470.0;129945.0;1853746
2021-06-24 10:34:00.007870;129945.0;130325.0;129810.0;129920.0;2008425
2021-06-24 11:06:00.371900;129920.0;130145.0;129655.0;129790.0;2069034
2021-06-24 11:56:00.239870;129790.0;129920.0;129525.0;129835.0;2187570
2021-06-24 13:02:00.177530;129835.0;130170.0;129500.0;130115.0;2170022
2021-06-24 14:26:00.221930;130120.0;130285.0;129765.0;130045.0;2250354
2021-06-24 15:48:00.597100;130045.0;130310.0;129780.0;129790.0;2303046
2021-06-24 17:34:00.445170;129790.0;130275.0;129670.0;130215.0;2288658
2021-06-30 09:40:00.405000;130210.0;130250.0;126930.0;127090.0;1895385
2021-06-30 10:26:00.595170;127090.0;127445.0;127070.0;127325.0;2134131
2021-06-30 11:10:00.165200;127330.0;127765.0;127235.0;127575.0;2318624
2021-06-30 11:54:00.074830;127575.0;127590.0;126915.0;127140.0;2415026
2021-06-30 12:55:00.155470;127140.0;127415.0;126750.0;127410.0;2357253
2021-06-30 14:17:00.326670;127405.0;127835.0;127360.0;127495.0;2385473
2021-06-30 15:25:00.047830;127495.0;127675.0;126910.0;127670.0;2468046
2021-06-30 16:45:00.521630;127670.0;127710.0;127215.0;127520.0;2535558
2021-06-25 09:27:00.243400;127515.0;130410.0;126985.0;129940.0;2061831
2021-06-25 10:12:00.592870;129935.0;130430.0;129880.0;130270.0;1876694
2021-06-25 10:50:00.565630;130270.0;130450.0;129990.0;130240.0;1980450
2021-06-25 11:40:00.503000;130240.0;130275.0;129615.0;129680.0;2119385
2021-06-25 12:45:00.161870;129680.0;129715.0;129130.0;129355.0;2246828
2021-06-25 14:12:00.058970;129355.0;129530.0;128820.0;128830.0;2237523
2021-06-25 15:08:00.410830;128830.0;128875.0;128350.0;128725.0;2264480
2021-06-25 15:54:00.328830;128725.0;128725.0;127555.0;127690.0;2326077
2021-06-25 16:53:00.219100;127690.0;128135.0;127235.0;127840.0;2291946
2021-08-16 09:31:00.329300;127840.0;128145.0;120015.0;120205.0;1960949
2021-08-16 10:22:00.239870;120205.0;120760.0;120155.0;120595.0;1916505
2021-08-16 10:51:00.176970;120595.0;120710.0;119540.0;119570.0;2098206
2021-08-16 11:31:00.334570;119570.0;119810.0;119320.0;119500.0;2104106
2021-08-16 12:15:00.016900;119500.0;119845.0;119125.0;119305.0;2076241
2021-08-16 13:09:00.061770;119305.0;119390.0;118820.0;118885.0;2143732
2021-08-16 14:07:00.578730;118885.0;119415.0;118700.0;119385.0;2099739
