open;high;low;close;volume
2021-03-05 09:58:00.162170;113665.0;113665.0;112825.0;112945.0;1415907
2021-03-05 10:31:00.215570;112945.0;113505.0;112610.0;112835.0;1380844
2021-03-05 11:00:00.415970;112835.0;114125.0;112415.0;114085.0;1481197
2021-03-05 11:38:00.199430;114085.0;114765.0;114015.0;114170.0;1638444
2021-03-05 12:11:00.358830;114170.0;114865.0;114000.0;114445.0;1591231
2021-03-05 12:49:00.469970;114445.0;114560.0;113860.0;114370.0;1803461
2021-03-05 13:32:00.364730;114370.0;114575.0;113370.0;113875.0;1833167
2021-03-05 14:16:00.186070;113880.0;114660.0;113660.0;114635.0;1835460
2021-03-05 15:02:00.196800;114635.0;115300.0;114555.0;115000.0;1772996
2021-03-05 15:56:00.367500;115000.0;115495.0;114935.0;115135.0;1815232
2021-03-05 17:03:00.230070;115135.0;115635.0;114885.0;115495.0;1825199
2021-03-11 09:08:00.598070;115495.0;115600.0;113925.0;114015.0;1673029
2021-03-11 10:08:00.430100;114010.0;114280.0;113795.0;114100.0;1383205
2021-03-11 10:48:00.221770;114100.0;114285.0;113755.0;114075.0;1523631
2021-03-11 11:31:00.585570;114075.0;114595.0;113980.0;114295.0;1565154
2021-03-11 12:09:00.085870;114295.0;114370.0;113705.0;113755.0;1640924
2021-03-11 12:48:00.104470;113755.0;114090.0;113330.0;113785.0;1767814
2021-03-11 13:50:00.310270;113785.0;114185.0;113575.0;114075.0;1669364
2021-03-11 14:45:00.575370;114070.0;114490.0;113620.0;114390.0;1604662
2021-03-11 15:45:00.132530;114390.0;114895.0;114380.0;114675.0;1705497
2021-03-11 16:42:00.413630;114675.0;115190.0;114390.0;114850.0;1801715
2021-03-11 18:01:00.132570;114850.0;115265.0;114550.0;114995.0;1779894
2021-03-10 09:35:00.010270;114995.0;115125.0;111515.0;112050.0;1410191
2021-03-10 10:12:00.381330;112050.0;112345.0;111575.0;111840.0;1468186
2021-03-10 10:41:00.015830;111840.0;112565.0;111415.0;112350.0;1560079
2021-03-10 11:20:00.468600;112350.0;112440.0;111815.0;111825.0;1649716
2021-03-10 11:58:00.223770;111825.0;112370.0;111670.0;112290.0;1777183
2021-03-10 12:34:00.272570;112290.0;112400.0;111210.0;111795.0;1754749
2021-03-10 13:01:00.555700;111795.0;112365.0;110970.0;111665.0;1745521
2021-03-10 13:45:00.147100;111665.0;111815.0;110930.0;110975.0;1558219
2021-03-10 14:34:00.482230;110975.0;111540.0;110540.0;111370.0;1645045
2021-03-10 15:08:00.234030;111370.0;111450.0;109945.0;110775.0;1628778
2021-03-10 15:58:00.164430;110775.0;111985.0;110720.0;111685.0;1687131
2021-03-10 16:55:00.359800;111685.0;113110.0;111630.0;112950.0;1812398
2021-03-04 09:04:00.116100;112950.0;113250.0;111000.0;112075.0;1611671
2021-03-04 09:45:00.211900;112075.0;112895.0;111980.0;112105.0;1416912
2021-03-04 10:16:00.319000;112105.0;112285.0;111440.0;112040.0;1403598
2021-03-04 10:40:00.548600;112040.0;113050.0;111825.0;113025.0;1343733
2021-03-04 11:18:00.039570;113025.0;113860.0;112930.0;113450.0;1589737
2021-03-04 11:48:00.533670;113450.0;114375.0;113410.0;113425.0;1592711
2021-03-04 12:17:00.175530;113425.0;113765.0;112725.0;112790.0;1624750
2021-03-04 12:53:00.102070;112790.0;114365.0;112770.0;113840.0;1580124
2021-03-04 13:26:00.545170;113840.0;114700.0;113340.0;113415.0;1571280
2021-03-04 14:13:00.127830;113415.0;114275.0;113330.0;113615.0;1618420
2021-03-04 14:45:00.268800;113615.0;114260.0;113055.0;113160.0;1634501
2021-03-04 15:17:00.244230;113160.0;113240.0;112425.0;112755.0;1656019
2021-03-04 15:52:00.306730;112755.0;112870.0;111715.0;111865.0;1591832
2021-03-04 16:30:00.444570;111865.0;112875.0;111555.0;112435.0;1639404
2021-03-04 17:11:00.585770;112435.0;112950.0;111905.0;112105.0;1683618
2021-03-04 17:59:00.596770;112105.0;112875.0;111900.0;112705.0;1521668
2021-03-12 09:52:00.416070;112705.0;114265.0;112585.0;114185.0;1348123
2021-03-12 10:37:00.119000;114185.0;114540.0;113960.0;114130.0;1512546
2021-03-12 11:27:00.459670;114130.0;114340.0;113710.0;113800.0;1598714
2021-03-12 12:12:00.254030;113795.0;114025.0;113525.0;113985.0;1765298
2021-03-12 13:06:00.046000;113985.0;114000.0;113300.0;113785.0;1790103
2021-03-12 14:19:00.511630;113785.0;114485.0;113750.0;114370.0;1787331
2021-03-12 15:26:00.465030;114370.0;114420.0;113795.0;114080.0;1768923
2021-03-12 16:43:00.333170;114085.0;114135.0;113710.0;113925.0;1858629
2021-03-17 09:08:00.203930;113925.0;114325.0;113205.0;113250.0;1691069
2021-03-17 10:10:00.413230;113250.0;113585.0;113135.0;113500.0;1593791
2021-03-17 10:53:00.291430;113500.0;113970.0;113480.0;113870.0;1771046
2021-03-17 11:50:00.109470;113870.0;114340.0;113835.0;114085.0;1813259
2021-03-17 12:58:00.552370;114080.0;114715.0;114075.0;114500.0;1969251
2021-03-17 13:51:00.332370;114500.0;115575.0;114485.0;115295.0;1955620
2021-03-17 15:00:00.327400;115300.0;116000.0;115050.0;115960.0;1779653
2021-03-17 15:44:00.459170;115960.0;116270.0;115380.0;116155.0;1718391
2021-03-17 16:45:00.422500;116160.0;116940.0;116075.0;116570.0;1845637
2021-03-03 09:25:00.481170;116570.0;116790.0;111795.0;111990.0;1691930
2021-03-03 10:09:00.398700;111990.0;112070.0;111200.0;111310.0;1528300
2021-03-03 10:38:00.015930;111310.0;111535.0;110920.0;111355.0;1507773
2021-03-03 11:06:00.551700;111355.0;111520.0;110695.0;110695.0;1719701
2021-03-03 11:38:00.433030;110695.0;110800.0;110135.0;110155.0;1790049
2021-03-03 12:08:00.231170;110155.0;110525.0;109160.0;109410.0;1814952
2021-03-03 12:38:00.342770;109410.0;109740.0;108670.0;109375.0;1894257
2021-03-03 13:18:00.502100;109375.0;109375.0;108550.0;109085.0;1908831
2021-03-03 14:03:00.511030;109085.0;109600.0;108910.0;109275.0;1883756
2021-03-03 14:56:00.227530;109275.0;109430.0;108760.0;109040.0;1909431
2021-03-03 15:35:00.152800;109040.0;109060.0;108225.0;108380.0;1801710
2021-03-03 16:18:00.497070;108380.0;108575.0;107550.0;107990.0;1896067
2021-03-03 16:44:00.312670;107990.0;111025.0;107805.0;109570.0;1873617
2021-03-03 17:01:00.563530;109570.0;112775.0;109535.0;111475.0;1399587
2021-03-03 17:33:00.506970;111475.0;111755.0;110455.0;111335.0;1134562
2021-03-02 09:02:00.039430;111340.0;111935.0;110000.0;110285.0;998346
2021-03-02 09:45:00.138600;110285.0;110600.0;109100.0;109310.0;1638801
2021-03-02 10:17:00.414370;109310.0;109400.0;107885.0;107945.0;1697722
2021-03-02 10:49:00.469900;107945.0;108345.0;107330.0;108135.0;1882708
2021-03-02 11:22:00.310200;108135.0;108735.0;107715.0;108645.0;1958923
2021-03-02 11:56:00.276400;108645.0;108895.0;107870.0;108185.0;1988272
2021-03-02 12:35:00.154830;108190.0;109390.0;108185.0;109270.0;2043241
2021-03-02 13:29:00.030270;109265.0;109375.0;108465.0;108650.0;2128243
2021-03-02 14:20:00.100400;108650.0;109930.0;108280.0;109890.0;2110583
2021-03-02 15:12:00.032530;109890.0;110560.0;109675.0;110525.0;2204645
2021-03-02 16:00:00.332200;110525.0;112190.0;110090.0;111895.0;2176977
2021-03-02 16:47:00.501900;111895.0;112100.0;110570.0;112065.0;2044612
2021-03-02 17:51:00.096770;112065.0;112630.0;111725.0;112105.0;1816055
2021-03-16 09:44:00.392970;112105.0;115260.0;111395.0;114990.0;1532226
2021-03-16 10:34:00.408200;114990.0;115135.0;114665.0;114845.0;1677985
2021-03-16 11:15:00.159330;114845.0;115050.0;114345.0;114525.0;1732268
2021-03-16 12:10:00.169970;114525.0;114740.0;114380.0;114505.0;1781179
2021-03-16 13:07:00.009530;114505.0;114715.0;113840.0;114090.0;1826265
2021-03-16 14:31:00.238670;114095.0;114175.0;113810.0;113915.0;1788724
2021-03-16 15:41:00.023030;113920.0;114060.0;113455.0;113500.0;1861142
2021-03-16 16:56:00.234270;113500.0;114170.0;113390.0;113975.0;1949665
2021-03-15 09:44:00.423130;113975.0;114500.0;113710.0;113710.0;1572564
2021-03-15 10:33:00.104870;113710.0;113980.0;113520.0;113765.0;1627414
2021-03-15 11:08:00.127730;113765.0;114650.0;113745.0;114450.0;1747035
2021-03-15 11:55:00.239030;114450.0;114920.0;114255.0;114855.0;1721501
2021-03-15 12:53:00.124200;114855.0;114945.0;114055.0;114180.0;1792275
2021-03-15 14:02:00.278170;114180.0;114855.0;114160.0;114725.0;1758239
2021-03-15 15:26:00.193770;114720.0;114805.0;114475.0;114665.0;1800138
2021-03-15 16:42:00.504470;114665.0;115050.0;114570.0;114665.0;1894056
2021-03-01 09:18:00.434970;114665.0;115245.0;111235.0;111695.0;1706955
2021-03-01 10:20:00.226970;111690.0;111885.0;111410.0;111650.0;1692278
2021-03-01 10:52:00.441030;111645.0;111710.0;111120.0;111160.0;1743439
2021-03-01 11:30:00.032870;111160.0;111200.0;110635.0;111115.0;1895085
2021-03-01 12:02:00.038070;111110.0;111185.0;110450.0;111185.0;1940893
2021-03-01 12:44:00.031470;111185.0;111780.0;111010.0;111540.0;1960629
2021-03-01 13:40:00.428000;111545.0;112325.0;111480.0;112300.0;2086580
2021-03-01 14:47:00.338900;112300.0;112520.0;112035.0;112470.0;1986773
2021-03-01 15:38:00.302430;112470.0;112670.0;111700.0;112220.0;2016777
2021-03-01 16:48:00.280300;112220.0;112555.0;112095.0;112095.0;2231775
2021-03-01 17:34:00.270300;112095.0;112115.0;110875.0;111035.0;2207488
2021-03-29 09:22:00.483330;111035.0;114710.0;110060.0;114465.0;1742895
2021-03-29 10:08:00.252930;114465.0;114530.0;113770.0;114300.0;1563836
2021-03-29 10:36:00.470670;114300.0;115220.0;114255.0;114940.0;1680331
2021-03-29 11:10:00.386730;114935.0;115430.0;114615.0;115200.0;1768870
2021-03-29 11:50:00.452230;115200.0;115340.0;114460.0;114585.0;1798735
2021-03-29 12:32:00.207500;114585.0;114950.0;114095.0;114790.0;1766097
2021-03-29 13:31:00.159330;114785.0;115085.0;114450.0;114960.0;1892306
2021-03-29 14:27:00.129830;114960.0;115665.0;114945.0;115200.0;1765294
2021-03-29 15:28:00.514030;115200.0;115385.0;114935.0;115155.0;1838378
2021-03-29 16:19:00.550070;115155.0;115430.0;114540.0;115290.0;1977541
2021-04-01 09:00:00.552100;115290.0;117305.0;115160.0;117300.0;1865845
