open;high;low;close;volume
2021-10-13 09:00:00;113370.0;113735.0;113170.0;113395.0;1808388
2021-10-13 10:00:00;113390.0;114290.0;113145.0;113710.0;3477375
2021-10-13 11:00:00;113710.0;114145.0;113350.0;114040.0;2844135
2021-10-13 12:00:00;114040.0;115090.0;114010.0;114960.0;2179451
2021-10-13 13:00:00;114960.0;115295.0;114720.0;115225.0;2003655
2021-10-13 14:00:00;115225.0;115260.0;114735.0;114905.0;2227335
2021-10-13 15:00:00;114900.0;115440.0;114670.0;114860.0;2460848
2021-10-13 16:00:00;114860.0;114950.0;114500.0;114620.0;1520204
2021-10-13 17:00:00;114620.0;114640.0;114335.0;114405.0;656822
2021-10-13 18:00:00;114345.0;114345.0;114345.0;114345.0;12203
2021-10-14 09:00:00;115295.0;115530.0;114790.0;114925.0;1931938
2021-10-14 10:00:00;114930.0;114950.0;114250.0;114515.0;3537165
2021-10-14 11:00:00;114515.0;114855.0;114260.0;114785.0;2633477
2021-10-14 12:00:00;114785.0;114850.0;113955.0;114125.0;2432952
2021-10-14 13:00:00;114125.0;114265.0;113905.0;114225.0;1533993
2021-10-14 14:00:00;114220.0;114400.0;114130.0;114280.0;1360099
2021-10-14 15:00:00;114280.0;114365.0;114035.0;114090.0;1454593
2021-10-14 16:00:00;114090.0;114575.0;113750.0;114370.0;1941360
2021-10-14 17:00:00;114370.0;114685.0;114235.0;114580.0;633999
2021-10-14 18:00:00;114655.0;114655.0;114655.0;114655.0;9798
2021-10-15 09:00:00;114870.0;114880.0;114480.0;114590.0;1563770
2021-10-15 10:00:00;114590.0;115250.0;114110.0;115240.0;3727196
2021-10-15 11:00:00;115235.0;115680.0;115080.0;115430.0;3039024
2021-10-15 12:00:00;115435.0;115780.0;115390.0;115630.0;1575090
2021-10-15 13:00:00;115625.0;115730.0;115450.0;115700.0;1299270
2021-10-15 14:00:00;115695.0;115770.0;115470.0;115620.0;1363614
2021-10-15 15:00:00;115620.0;115940.0;115450.0;115775.0;1674956
2021-10-15 16:00:00;115775.0;115840.0;115580.0;115685.0;1460637
2021-10-15 17:00:00;115680.0;115690.0;115455.0;115560.0;652769
2021-10-15 18:00:00;115560.0;115560.0;115560.0;115560.0;8887
2021-10-18 09:00:00;115060.0;115190.0;114225.0;114390.0;2052242
2021-10-18 10:00:00;114390.0;114480.0;113750.0;114130.0;3384572
2021-10-18 11:00:00;114125.0;114670.0;114020.0;114275.0;3200460
2021-10-18 12:00:00;114270.0;115415.0;114170.0;115390.0;2557242
2021-10-18 13:00:00;115390.0;115885.0;115330.0;115755.0;1980677
2021-10-18 14:00:00;115755.0;116060.0;115715.0;115785.0;1538746
2021-10-18 15:00:00;115785.0;115930.0;115570.0;115900.0;1507713
2021-10-18 16:00:00;115905.0;115940.0;115430.0;115545.0;1634076
2021-10-18 17:00:00;115540.0;115550.0;115190.0;115380.0;899110
2021-10-18 18:00:00;115290.0;115290.0;115290.0;115290.0;11272
2021-10-19 09:00:00;114890.0;114900.0;113655.0;113815.0;2569738
2021-10-19 10:00:00;113815.0;114210.0;112955.0;113320.0;3899688
2021-10-19 11:00:00;113320.0;113555.0;112820.0;113085.0;2776871
2021-10-19 12:00:00;113085.0;113115.0;112335.0;112830.0;2692695
2021-10-19 13:00:00;112830.0;112835.0;112365.0;112730.0;1953463
2021-10-19 14:00:00;112730.0;113180.0;112620.0;112650.0;2108994
2021-10-19 15:00:00;112650.0;112750.0;111320.0;111375.0;3157057
2021-10-19 16:00:00;111375.0;112895.0;110880.0;111520.0;3052449
2021-10-19 17:00:00;111520.0;112655.0;111425.0;111865.0;1038155
2021-10-19 18:00:00;112150.0;112150.0;112150.0;112150.0;8101
2021-10-20 09:00:00;112390.0;112725.0;111520.0;112585.0;2923120
2021-10-20 10:00:00;112580.0;112775.0;111460.0;111715.0;4491143
2021-10-20 11:00:00;111715.0;112595.0;111575.0;112160.0;3651533
2021-10-20 12:00:00;112165.0;112750.0;111955.0;112085.0;2279915
2021-10-20 13:00:00;112085.0;112405.0;112015.0;112270.0;1718689
